PLUIDM|PLUIGR|DESKRIPSI|SALDO_AWAL|BPB_QTY|BPBR_QTY|MPP_QTY|ADJP_QTY|DSPB_QTY|MPN_QTY|ADJM_QTY|SALDO_AKHIR
20111432|1780680|"PEPSODENT MOUTHWASH ACTIVE DEFENSE  BTL 300mL"|67|0|0|0|0|24|0|0|43
20117107|1781320|"BANGO KECAP MANIS REFILL  PCH 735mL"|-388|0|0|0|0|6|0|0|-394
20117224|1781410|"ORAL B SIKAT GIGI EASY CLEAN HERBAL SOFT PCK 3'S"|-1009|0|0|0|0|0|0|0|-1009
20120613|1781850|"PONDS SERUM WHIP FACIAL FOAM PURE BRIGHT TUB 100g"|132|24|0|0|0|49|0|0|107
20120782|1782030|"VICKS OBAT BATUK FORMULA JAHE MADU BTL 56mL"|-106|72|0|0|0|52|0|0|-86
20120871|1782640|"DOWNY SOFTENER FRENCH LAVENDER PCH 550mL"|-2675|156|0|0|0|21|0|0|-2540
20122746|1817550|"PEPSODENT PASTA GIGI HALAL SIWAK&HABBATUSS TUB 150+40g"|0|0|0|0|0|74|0|0|-74
20094163|1818460|"VASELINE BODY LOTION HEALTHY WHITE FRESH & FAIR BTL 200mL"|45|18|0|0|0|77|0|0|-14
20105336|1824410|"GILLETTE GUARD 3 CARTRIDGE 2'S  PCK "|-423|0|0|0|0|53|0|0|-476
20105337|1824420|"GILLETTE GUARD 3 RAZOR + CARTRIDGE 1'S  PCK "|-197|144|0|0|0|80|0|0|-133
20105340|1824470|"LIFEBUOY SABUN MANDI CAIR REFILL YOGHURT CARE PCH 450mL"|-636|0|0|0|0|10|0|0|-646
20105341|1824490|"AXE BODY SPRAY DEODORANT ICE CHILL KLG 150/135mL"|-202|0|0|0|0|46|0|0|-248
20094320|1831290|"CLEAR SHAMPOO ANTI DANDRUFF FRSH COOL LEMON BTL 160mL"|-471|0|0|0|0|59|0|0|-530
20094209|1831440|"ROYCO SUP KRIM KEPITING&JAGUNG PCK 44g"|-581|0|0|0|0|48|0|0|-629
20113712|1836320|"MOLTO PEWANGI PAKAIAN REFILL FLW.SHOWR(PINK) PCH 280mL"|-217|0|0|0|0|177|0|0|-394
20113713|1836330|"MOLTO PEWANGI PAKAIAN REFILL FLR.BLISS(BLUE) PCH 280mL"|-433|0|0|0|0|0|0|0|-433
20106302|1863410|"VASELINE REPAIRING JELLY ALOE POT 50ml"|-150|0|0|0|0|18|0|0|-168
20106381|1863730|"VIDORAN XMART3+ SUSU PERTUMBUHAN MADU BOX 950g"|102|144|4|0|0|151|0|0|99
20113323|1941770|"CLOSE UP PASTA GIGI WHITE ATTRACTION ACAI BERRY TUB 100g"|-262|0|0|0|0|47|0|0|-309
20113327|1941840|"PONDS AGE MIRACLE SERUM MASK ADVANCED YOUTH PCK 25g"|-52|0|0|0|0|10|0|0|-62
20113328|1941860|"PONDS VITAMIN DUO SHEET MASK VIT.B6 + TOMATO PCK 20g"|-56|0|0|0|0|3|0|0|-59
20113346|1942120|"VIDORAN XMART1+ SUSU PERTUMBUHAN VANILLA BOX 950g"|84|36|0|0|0|0|0|0|120
20108986|1942520|"ZWITSAL EAU DE TOILETTE  BTL 100mL"|-294|0|0|0|0|91|0|0|-385
